제목,카테고리,hex1,hex2,hex3,hex4,hex5,hex1rate,hex2rate,hex3rate,hex4rate,hex5rate,file_path
페인킬러,액션,#653a2c,#220f09,#f2d37b,#b8825d,#f7ebd3,0.27323855377906975,0.2652189316860465,0.17891170058139536,0.1542950581395349,0.12833575581395348,페인킬러.jpg
피그맨,액션,#020202,#aaa7ab,#f7f7f8,#3b3441,#767379,0.4886500726744186,0.1955405159883721,0.12901798691860464,0.10238008720930232,0.08441133720930233,피그맨.jpg
하치의 난,액션,#fafafb,#07070c,#cecfd8,#454768,#938fa3,0.35306958575581393,0.23064135174418604,0.20190134447674418,0.11837118459302326,0.09601653343023256,하치의 난.jpg
한기담 천월의 별,액션,#527396,#e0ded5,#515559,#9d9892,#212222,0.29587118459302325,0.24248183139534885,0.20573855377906977,0.17412609011627908,0.08178234011627906,한기담 천월의 별.jpg
한태용,액션,#5e6c5c,#f6e0cd,#45b2fe,#1e2d22,#91aa8a,0.2784238735465116,0.2525245276162791,0.23967114825581395,0.11643622819767442,0.11294422238372093,한태용.jpg
헬헌터,액션,#6c5455,#cbb0b3,#9d7e80,#f5e6f3,#2c1b1d,0.26632721656976743,0.22595385174418606,0.22272256540697674,0.1765797601744186,0.10841660610465116,헬헌터.jpg
혈맥신공,액션,#ebe9e2,#8d7d8e,#4f3e40,#e9c684,#d37628,0.34005723110465114,0.20827852470930233,0.18968568313953488,0.1441951308139535,0.11778343023255813,혈맥신공.jpg
호감도가 오르면,액션,#e2ede4,#e3c9b6,#9a6c5e,#2d5673,#74bbc9,0.3686954941860465,0.19082303779069767,0.16164516715116278,0.15170421511627907,0.12713208575581394,호감도가 오르면.jpg
혼돈검신,액션,#f2e9ec,#b392a9,#60546f,#1a1c25,#7bc7ed,0.354788335755814,0.2254841933139535,0.20599291424418606,0.11565497819767442,0.0980795784883721,혼돈검신.jpg
홍천신존,액션,#e2e6ec,#4a3f4a,#a4a7d2,#81698b,#dcb48b,0.31002725290697675,0.21793695494186047,0.18737917877906976,0.17407976017441862,0.11057685319767442,홍천신존.jpg
환생무림기,액션,#f9f5f3,#372a33,#674d62,#ccaeaf,#a47a79,0.26605377906976746,0.23766442587209302,0.20216842296511628,0.15508266715116278,0.13903070494186046,환생무림기.jpg
환생불사,액션,#5d6dac,#80b4e9,#334177,#1a162a,#d1e5f6,0.3117605377906977,0.20536518895348838,0.19455850290697674,0.14917605377906976,0.13913971656976745,환생불사.jpg
환생요마,액션,#423341,#68677b,#f0f3ed,#c2876c,#9eacb9,0.28731649709302326,0.27361827761627905,0.22043332122093023,0.1300844840116279,0.08854742005813954,환생요마.jpg
환생요마뎐,액션,#21181d,#583332,#ab99b7,#ebdee2,#7e6a83,0.5175299781976744,0.2445575944767442,0.10181322674418605,0.07661155523255814,0.05948764534883721,환생요마뎐.jpg
환생하여 의사로 살아남기,액션,#e3e2e8,#6b626f,#adabb5,#332b2e,#d66522,0.5054142441860465,0.1697610828488372,0.1594204215116279,0.14390806686046512,0.021496184593023257,환생하여 의사로 살아남기.jpg
흑룡재림,액션,#e8edf3,#ccbdd3,#ad928e,#62555f,#6d9dde,0.5234002543604651,0.15323855377906978,0.13633175872093023,0.11908248546511628,0.0679469476744186,흑룡재림.jpg
흙수저에서 최강 투신으로,액션,#342928,#55494d,#887777,#f7f3f1,#b9abaa,0.2858784520348837,0.26191678779069766,0.1650263444767442,0.1590752180232558,0.1281031976744186,흙수저에서 최강 투신으로.jpg
히어로즈 오브 레전드,액션,#c9bdd8,#f5edf2,#9580bc,#33282f,#6c5c71,0.2869049781976744,0.26849927325581396,0.16165061773255815,0.14644349563953488,0.1365016351744186,히어로즈 오브 레전드.jpg
CAT (캣),일상,#fffefe,#f27305,#ae3105,#412116,#ae9f91,0.7358506944444444,0.13879898313492064,0.07465897817460318,0.032896205357142855,0.017795138888888888,CAT (캣).jpg
국립자유경제고등학교 세실고 2학기,일상,#ebe0d3,#8bb5be,#381411,#ac3d2e,#37595e,0.3285931299603175,0.25360243055555554,0.17779017857142856,0.14658978174603174,0.09342447916666667,국립자유경제고등학교 세실고 2학기.jpg
국립자유경제고등학교 세실고,일상,#3bbed5,#342f35,#eddec2,#8f483a,#c5966f,0.48541666666666666,0.19505518353174603,0.12786458333333334,0.1181640625,0.07349950396825397,국립자유경제고등학교 세실고.jpg
그녀와의 MMA,일상,#e1a786,#f5ecdf,#2a282a,#826551,#79a4a8,0.3084325396825397,0.291437251984127,0.14734623015873016,0.13527405753968255,0.11750992063492063,그녀와의 MMA.jpg
네 남친이 제일 문제다,일상,#fdfbf8,#e7761d,#625b4a,#aba8c7,#0e0b0b,0.751202876984127,0.07370411706349206,0.06128782242063492,0.05719866071428571,0.056606522817460314,네 남친이 제일 문제다.jpg
달고나 육아일기,일상,#fffefb,#8a4e15,#e4c892,#fcd10a,#f26c07,0.8406622023809524,0.05612289186507936,0.05590277777777778,0.03253038194444444,0.014781746031746031,달고나 육아일기.jpg
달고나 일기,일상,#fdfefc,#fedd04,#f2c789,#8d4921,#f86a07,0.6788907490079366,0.1191375248015873,0.09320746527777778,0.06570560515873015,0.04305865575396826,달고나 일기.jpg
망한 연애,일상,#f6efea,#09090b,#8c6263,#2e2b3a,#c4b2bc,0.2950892857142857,0.25832713293650794,0.17140687003968255,0.17061941964285715,0.10455729166666666,망한 연애.jpg
미스터 부랑자,일상,#0f0f0c,#575348,#b4a38c,#4c97a9,#e8ddd2,0.30939670138888886,0.2526599702380952,0.17898375496031746,0.14385850694444444,0.11510106646825397,미스터 부랑자.jpg
비빔툰,일상,#d2e5ed,#f8dab0,#cb8f5f,#0c0907,#0d946c,0.41761532738095236,0.22184089781746033,0.13623821924603174,0.12451016865079365,0.0997953869047619,비빔툰.jpg
슝슝아 너를 사랑해,일상,#f8f7f1,#d0cac5,#deb178,#ce623e,#885038,0.34836929563492064,0.24172557043650794,0.22135416666666666,0.11662016369047619,0.07193080357142857,슝슝아 너를 사랑해.jpg
알콜일기,일상,#fffffd,#f3ccc1,#c1a88c,#85846c,#4d483c,0.7255642361111111,0.15122147817460319,0.0554625496031746,0.047061011904761904,0.020690724206349206,알콜일기.jpg
어덕행덕,일상,#f3f0ea,#b9b0a9,#f8cc1c,#fc037c,#453534,0.34292534722222223,0.22681361607142858,0.1843718998015873,0.14067460317460317,0.10521453373015872,어덕행덕.jpg
엄마와 하루하루,일상,#ad948e,#c9a893,#fef0af,#e29879,#6c6866,0.3425719246031746,0.20609499007936508,0.17062251984126983,0.1660435267857143,0.11466703869047619,엄마와 하루하루.jpg
오후 5시의 메이드,일상,#fefdfd,#434850,#e8e0dc,#93b9d5,#72859d,0.6396546378968254,0.09765625,0.0947451636904762,0.08422619047619048,0.08371775793650793,오후 5시의 메이드.jpg
친구 대행 서비스,일상,#f7c5cc,#cdb1e2,#eeb2a9,#a183aa,#5a3c57,0.6027746775793651,0.1812965029761905,0.10666852678571428,0.06966145833333333,0.03959883432539683,친구 대행 서비스.jpg
코스프레 그녀,일상,#fce6d3,#fdd65e,#d36f7c,#43ade6,#555f2f,0.28737599206349207,0.2543774801587302,0.17879464285714286,0.1611328125,0.11831907242063493,코스프레 그녀.jpg
펌잇(Perm IT),일상,#fcf7f0,#8b4b42,#9d8a87,#f3cd9f,#2a2022,0.3490823412698413,0.21702938988095238,0.17099144345238096,0.1418030753968254,0.12109375,펌잇(Perm IT).jpg
18번째 달,판타지,#1a1b24,#3f3f47,#9aa2ba,#e3e5ed,#6f6975,0.3582222020348837,0.1841778706395349,0.16011537063953488,0.14903978924418604,0.14844476744186047,18번째 달.jpg
30일의 약혼녀(웹툰),판타지,#f4f0ec,#e0c3a5,#bf9b7a,#8f735c,#584036,0.36869458575581393,0.22889444040697673,0.1821829578488372,0.137547238372093,0.08268077761627907,30일의 약혼녀(웹툰).jpg
9레벨의 열람요원,판타지,#39283a,#754f5b,#d86864,#faeee4,#f9f279,0.3773119549418605,0.3105059956395349,0.15096202761627908,0.09409792877906976,0.06712209302325581,9레벨의 열람요원.jpg
B급 히어로,판타지,#5c4246,#150b0c,#590f10,#f5e3d3,#998989,0.33571827168367346,0.25368702168367346,0.18193957270408162,0.14231903698979592,0.08633609693877552,B급 히어로.jpg
G 혼자만 레벨업,판타지,#f1abc0,#f5ece8,#aa5350,#793640,#e8706c,0.2920657703488372,0.2059156976744186,0.2048219476744186,0.15690406976744187,0.14029251453488373,G 혼자만 레벨업.jpg
seven,판타지,#fefdfc,#d7e0e7,#c6aba2,#3b353b,#71767a,0.8543432049418604,0.06311682412790698,0.03551507994186046,0.02456122819767442,0.022463662790697673,seven.jpg
T,판타지,#e2d6d7,#20151b,#4d3144,#b6b1c1,#a86261,0.2515016351744186,0.2510892078488372,0.21127452761627907,0.20577125726744186,0.08036337209302326,T.K.R (The killer returns).jpg
개신령님과의 49일,판타지,#776375,#fbf3e9,#b590a0,#503d49,#d8373a,0.3529269622093023,0.3006277252906977,0.16527797965116278,0.13321584302325581,0.047951489825581395,개신령님과의 49일.jpg
겨울밤,판타지,#fbebf2,#09070a,#302633,#665171,#bc99ae,0.483211300872093,0.29710210755813954,0.12577398255813954,0.052712572674418604,0.041200036337209305,겨울밤.jpg
고백만 99번째,판타지,#f3e4f3,#dbb7bf,#211b2b,#b9767a,#843d41,0.44601017441860463,0.2154642078488372,0.1534393168604651,0.09285247093023256,0.09223382994186047,고백만 99번째.jpg
공주님은 계약 연애중,판타지,#e3f2f7,#e2c3d1,#9f7f8a,#59a2ca,#644a55,0.31586210029069767,0.30833212209302324,0.16699582122093024,0.10799418604651163,0.10081577034883721,공주님은 계약 연애중.jpg
광비-뚱보악녀로 환생한 특수요원,판타지,#f8f2ea,#875e4c,#413631,#d2af88,#df6547,0.3003297601744186,0.2074482194767442,0.19542877906976744,0.17096384447674418,0.12582939680232558,광비-뚱보악녀로 환생한 특수요원.jpg
광세영웅,판타지,#150b0c,#434a62,#d37c8b,#dad4d1,#8e332b,0.2719967296511628,0.26340207122093023,0.1799545784883721,0.1636091933139535,0.1210374273255814,광세영웅.jpg
교만한 왕야와 방자한 왕비,판타지,#fbf9fa,#e0c5c9,#412429,#885a59,#c38280,0.4240579578488372,0.21009538517441861,0.1444703851744186,0.11934502180232558,0.10203125,교만한 왕야와 방자한 왕비.jpg
군청의 마그멜 [웹툰],판타지,#d9f1f5,#17090c,#f2d5b3,#d5a78a,#71554c,0.5658339389534883,0.1426844113372093,0.1361546148255814,0.11052234738372094,0.0448046875,군청의 마그멜 [웹툰].jpg
귀신을 쫓는 사나이,판타지,#234962,#291b19,#634434,#a88970,#dfd1c4,0.29282067587209304,0.2471311773255814,0.1961391715116279,0.14587300145348836,0.1180359738372093,귀신을 쫓는 사나이.jpg
귀연,판타지,#42121a,#7f4a55,#be9199,#f1e7ca,#6580bf,0.2761046511627907,0.24921693313953489,0.21424781976744187,0.17965933866279069,0.08077125726744186,귀연.jpg
귀태,판타지,#fefefe,#261b1a,#a96c62,#cda393,#86463f,0.3426607921511628,0.22943041424418606,0.20866642441860464,0.1617578125,0.05748455668604651,귀태.jpg
그슨대,판타지,#71372e,#fdfbfa,#3b1a17,#c48565,#dfcec4,0.31841115552325583,0.21153978924418604,0.19389716569767443,0.18155250726744185,0.09459938226744186,그슨대.jpg
"기다릴게, 세상의 끝에서",판타지,#f7eadf,#dcafa1,#834b45,#a67770,#522422,0.2983239462209302,0.20491006540697673,0.18685592296511627,0.16877997819767443,0.1411300872093023,"기다릴게, 세상의 끝에서.jpg"
기인록,판타지,#fdfdfc,#e2e1cc,#e4998c,#a16052,#581d13,0.5430514171511628,0.21676144622093024,0.15014807412790698,0.04701126453488372,0.04302779796511628,기인록.jpg
꼬마여우를 주웠습니다,판타지,#fdf5f0,#eed3c7,#dfa694,#3c3538,#78666a,0.37519894622093025,0.26069313226744184,0.19287609011627907,0.10689226017441861,0.06433957122093023,꼬마여우를 주웠습니다.jpg
꽃미남조련기,판타지,#fef6f3,#775e75,#543b4f,#f3c9ca,#a38495,0.4506031976744186,0.1646784156976744,0.1472501816860465,0.14140261627906978,0.09606558866279069,꽃미남조련기.jpg
나는 악마가 아니다,판타지,#252021,#5c4848,#eed6d3,#8d7575,#bda2a1,0.3095030886627907,0.23656522529069768,0.1664280523255814,0.1591424418604651,0.12836119186046513,나는 악마가 아니다.jpg
나를 깨우러 온,판타지,#f7f4f6,#4c92fc,#d8c0cc,#555162,#9e848b,0.3700372456395349,0.23260083575581394,0.1892986918604651,0.10974927325581395,0.09831395348837209,나를 깨우러 온.jpg
나혼자 어그로성 레벨업,판타지,#c4bdb8,#e7e4e1,#736460,#70d7e2,#2d6972,0.37469295058139535,0.31441769622093024,0.15604469476744187,0.09663154069767442,0.05821311773255814,나혼자 어그로성 레벨업.jpg
낙원의 늑대와 홀로 남겨진 수녀,판타지,#fef9f8,#c6c5de,#343893,#5787c2,#1c1639,0.4088789970930233,0.2055686773255814,0.1548455668604651,0.14600199854651164,0.08470476017441861,낙원의 늑대와 홀로 남겨진 수녀.jpg
누가 무림맹주를 죽였나,판타지,#1a161c,#524f52,#5b879a,#96b2be,#ede2df,0.27483375726744186,0.2705414244186046,0.16604015261627908,0.16075853924418604,0.12782612645348837,누가 무림맹주를 죽였나.jpg
늑대지만 해치지 않아요,판타지,#c9b78a,#e8e0db,#674c4b,#a17952,#382634,0.2194204215116279,0.21491369912790698,0.20137990552325583,0.1902125726744186,0.1740734011627907,늑대지만 해치지 않아요.jpg
달의 죽음,판타지,#180e2d,#7074c3,#4a4e7c,#a0bbe0,#f0f0f1,0.29338481104651165,0.2508484738372093,0.22739189680232558,0.15142260174418604,0.07695221656976745,달의 죽음.jpg
당신의 스위치를 꺼두세요,판타지,#faefe7,#deb6a9,#ab8085,#6e546e,#3f314a,0.25332757994186045,0.22639625726744186,0.18293150436046512,0.17398346656976743,0.1633611918604651,당신의 스위치를 꺼두세요.jpg
대귀갑사,판타지,#f6f2e3,#e9a821,#dec397,#4c3d2b,#86745b,0.2621684229651163,0.23732648982558138,0.16793877180232558,0.16780704941860466,0.1647592659883721,대귀갑사.jpg
도련님과 메이드,판타지,#f8f6ee,#dacec2,#7f6772,#2a1f24,#a89495,0.6199173328488372,0.11463208575581395,0.09888081395348837,0.09496638808139535,0.07160337936046511,도련님과 메이드.jpg
도미노파이,판타지,#45253f,#9a69b2,#bf3d58,#eaad92,#f0ebec,0.3314798328488372,0.20140079941860464,0.19400254360465116,0.14953851744186047,0.12357830668604651,도미노파이.jpg
"도와줘요, 이비씨!",판타지,#fefefc,#201510,#66473a,#a07861,#e3c599,0.37843295784883724,0.16983648255813955,0.1630078125,0.1583330305232558,0.13038971656976744,"도와줘요, 이비씨!.jpg"
드래곤네스트 현자의 예언,판타지,#22080b,#523856,#b8afc5,#88708f,#ececf3,0.35471111918604653,0.2161764171511628,0.1546593386627907,0.1415079941860465,0.13294513081395348,드래곤네스트 현자의 예언.jpg
드림캐처,판타지,#293e6c,#112141,#e9e2e5,#beaeb8,#787089,0.3034638444767442,0.24960029069767442,0.18715479651162792,0.1632485465116279,0.09653252180232558,드림캐처.jpg
라멕,판타지,#161c25,#36628a,#55b9e5,#c3eff0,#bfb48d,0.36345839389534884,0.2031268168604651,0.19245730377906978,0.1378143168604651,0.10314316860465116,라멕.jpg
라이어(LIAR),판타지,#3474ae,#284268,#e6e6e8,#15161c,#a87d7e,0.3167151162790698,0.23969567587209303,0.19000999273255814,0.159734738372093,0.09384447674418604,라이어(LIAR).jpg
라이프 하울링 [완결],판타지,#f7d8a3,#fcf8f4,#1077aa,#9d8787,#64211a,0.24211210029069768,0.22823219476744186,0.20069494912790697,0.19426507994186046,0.13469567587209302,라이프 하울링 [완결].jpg
램프의 아미나,판타지,#e1e3ed,#9879c7,#dbb0ad,#aa6b63,#482a2f,0.3412536337209302,0.25183502906976746,0.14156340843023255,0.1382966933139535,0.1270512354651163,램프의 아미나.jpg
런의 지배자 회귀하여 세상을 삼키다,판타지,#e4e7ee,#85b9f3,#3b2b37,#407dd9,#a67b78,0.2867060319767442,0.2223328488372093,0.17857467296511628,0.17478651889534882,0.1375999273255814,런의 지배자 회귀하여 세상을 삼키다.jpg
레벨업에 미친 의사,판타지,#e4e1e7,#2e3850,#a7a5c7,#79789d,#73d6fb,0.4515770348837209,0.1805205305232558,0.16827670784883722,0.12282430959302326,0.07680141715116279,레벨업에 미친 의사.jpg
레플리카,판타지,#31557d,#9dc0d9,#7a83a6,#f8fcfd,#13273b,0.2921211845930233,0.20788517441860466,0.19322492732558139,0.15349109738372094,0.15327761627906977,레플리카.jpg
로얄 비스트(Royal Beast),판타지,#a8473f,#341819,#564145,#9c8e88,#e0cbbe,0.32163244912790695,0.21294149709302326,0.1944967296511628,0.14764262354651161,0.12328670058139535,로얄 비스트(Royal Beast).jpg
리더(Reader)-읽는자,판타지,#6c5648,#45322a,#bc9a61,#eee4d5,#82c4c3,0.4964780159883721,0.19657249273255814,0.14416696947674418,0.09930959302325582,0.06347292877906976,리더(Reader)-읽는자.jpg
리프루터,판타지,#080707,#979797,#2f2b2b,#626161,#d7d7d7,0.401328125,0.19841297238372094,0.17985828488372094,0.1580795784883721,0.06232103924418605,리프루터.jpg
마도사의 탑,판타지,#f6f8fb,#b4cdf0,#3f4148,#0d0e17,#797b84,0.4041924055232558,0.2492923328488372,0.15218659156976744,0.09846111918604651,0.09586755087209302,마도사의 탑.jpg
마르스 전기,판타지,#f1eeec,#483032,#c1a6ad,#5e5b68,#a36a3d,0.4132094840116279,0.1932703488372093,0.17268531976744186,0.12196947674418605,0.09886537063953488,마르스 전기.jpg
마르코와 친구들,판타지,#fcf8f7,#2b2a29,#ddd3cb,#716b66,#a5968a,0.38203488372093025,0.23082576308139535,0.16135537790697674,0.14960574127906975,0.0761782340116279,마르코와 친구들.jpg
마법사 무림에 가다,판타지,#efeaef,#7576a9,#090709,#b8b5cb,#484058,0.2838708212209302,0.26796784156976744,0.21620548691860464,0.11859375,0.11336210029069767,마법사 무림에 가다.jpg
마법사 프람 테일,판타지,#f4f8f7,#e5d0ba,#4eccfa,#a67c69,#673222,0.49864462209302324,0.2326280886627907,0.12616460755813955,0.09544513081395349,0.047117550872093024,마법사 프람 테일.jpg
마법사가 겁쟁이인게 뭐가 나빠_!!,판타지,#9cc8e9,#f4e9df,#3383bc,#0f1011,#a34c32,0.3802361918604651,0.31515261627906976,0.16446765988372092,0.08993731831395349,0.0502062136627907,마법사가 겁쟁이인게 뭐가 나빠_!!.jpg
마법소녀란,판타지,#372f48,#bfd8e9,#6b6481,#72c4ee,#2879e0,0.2735437863372093,0.23707757994186046,0.1933048691860465,0.19178960755813954,0.10428415697674419,마법소녀란.jpg
마스터 게임 7명의 애인,판타지,#faf4ef,#e5cbc7,#af9eac,#d8896f,#6e5543,0.43609193313953487,0.2813581031976744,0.12967296511627907,0.11611010174418605,0.03676689680232558,마스터 게임 7명의 애인.jpg
마에스터즈,판타지,#216e7c,#11191d,#33444c,#d6d5da,#8f8e81,0.26941769622093026,0.2286391715116279,0.2258175872093023,0.1635265261627907,0.11259901889534883,마에스터즈.jpg
마이히어로,판타지,#2e3a6e,#26243b,#f2eaed,#7d6f7f,#bd9ea0,0.2710347020348837,0.22839298691860466,0.2101299055232558,0.15134175145348838,0.13910065406976743,마이히어로.jpg
만능장교 성공기,판타지,#436998,#3e3b34,#7f99c3,#ece3e2,#a8984f,0.33458212209302324,0.24826489825581396,0.23705850290697675,0.12182957848837209,0.058264898255813956,만능장교 성공기.jpg
만렙보스의 부캐생활,판타지,#c1a6ba,#341d2b,#64404d,#917185,#e7d3dd,0.28666606104651166,0.21180686773255814,0.19507539970930232,0.1547311046511628,0.15172056686046512,만렙보스의 부캐생활.jpg
맛있는 카사노바,판타지,#0e0302,#4c1e19,#7e4d4d,#ac9eb9,#fce7e3,0.36948855377906975,0.26946765988372096,0.16329941860465116,0.14047783430232558,0.05726653343023256,맛있는 카사노바.jpg
명나라로 돌아가 왕이 되기,판타지,#9eacb0,#ddedeb,#6b6f75,#4d333d,#da8554,0.26861010174418604,0.2546284520348837,0.2390797601744186,0.177335574127907,0.06034611191860465,명나라로 돌아가 왕이 되기.jpg
모르페우스,판타지,#faf8f3,#060608,#a5adc9,#dcb39b,#4d5465,0.32309138808139537,0.2033611918604651,0.20108557412790698,0.1797919694767442,0.09266987645348837,모르페우스.jpg
무상귀,판타지,#bf9b7d,#dfe6e5,#ad3127,#2c2721,#1992a9,0.4703270348837209,0.18831667877906977,0.16851199127906977,0.11669967296511628,0.056144622093023254,무상귀.jpg
무적검역,판타지,#cd8d77,#86544e,#332032,#ecc99c,#fcf7dd,0.25617732558139533,0.2063217659883721,0.19673237645348837,0.18255359738372093,0.15821493459302324,무적검역.jpg
무한세계,판타지,#eeeef2,#c2c6c4,#8e958b,#4f4b40,#7f85eb,0.3677589026162791,0.3358911700581395,0.17942859738372094,0.06366460755813953,0.05325672238372093,무한세계.jpg
물물물물렀거라,판타지,#9f7a6b,#f8f1ee,#dbccd4,#b5a0a6,#44363c,0.27052234738372094,0.2604841933139535,0.2586091933139535,0.14503542877906977,0.06534883720930233,물물물물렀거라.jpg
방어력만 만렙 플레이어,판타지,#f6f5ec,#e5d8bc,#bdac8f,#867867,#4b4034,0.2989743822674419,0.23169422238372092,0.17171329941860466,0.1551498909883721,0.14246820494186047,방어력만 만렙 플레이어.jpg
배틀 카이트,판타지,#6f676f,#a89692,#332a27,#dfddd9,#c63235,0.33651617005813955,0.2637254723837209,0.17631359011627906,0.17117732558139534,0.052267441860465114,배틀 카이트.jpg
백월광 빌런이 된 남장여자,판타지,#e1aa7e,#f3e5de,#9c8ead,#9f6452,#59312b,0.2698264898255814,0.2663780886627907,0.1655922965116279,0.1553924418604651,0.14281068313953488,백월광 빌런이 된 남장여자.jpg
뱀파이어,판타지,#e29aad,#f3bfd0,#fdf0e5,#d5677b,#a12e3b,0.2791061046511628,0.2635546875,0.25001907703488374,0.1345049055232558,0.07281522529069767,뱀파이어.jpg
벼락을 맞아야 사는 남자,판타지,#f9eadf,#d48f99,#edbfac,#a75f7a,#76363a,0.41984102470930235,0.1936046511627907,0.1784247819767442,0.15305595930232557,0.05507358284883721,벼락을 맞아야 사는 남자.jpg
변이,판타지,#352533,#5a4756,#796c81,#b48082,#d4b9bc,0.2734084302325581,0.2261200944767442,0.20558048691860464,0.20456304505813955,0.09032794331395348,변이.jpg
보스몹은 죽을수록 강해진다,판타지,#232532,#a0e3f0,#edf5f8,#3c5371,#6797b9,0.34489098837209303,0.24966751453488373,0.1913581031976744,0.12041333575581395,0.09367005813953488,보스몹은 죽을수록 강해진다.jpg
복마천사-퇴마사의 귀환,판타지,#e7f1f3,#4b6aa7,#97badd,#2b2643,#997280,0.35517532703488375,0.22467478197674418,0.183719113372093,0.13377997819767443,0.10265079941860465,복마천사-퇴마사의 귀환.jpg
불치병,판타지,#0f0f11,#464143,#32282a,#f9a9aa,#b54741,0.33871002906976744,0.29482103924418607,0.2288935319767442,0.07372365552325581,0.06385174418604651,불치병.jpg
붉은 밤의 각인,판타지,#ebe8e2,#d9b19b,#3a282d,#5d566b,#c95d1d,0.2925626816860465,0.26861827761627904,0.19802143895348837,0.15138535610465118,0.08941224563953488,붉은 밤의 각인.jpg
사상최강 불행 남,판타지,#221109,#5e302e,#b6908e,#ecdbd5,#9c5245,0.2861609738372093,0.21758630087209302,0.18785882994186046,0.1732185683139535,0.13517532703488372,사상최강 불행 남.jpg
사신 영웅전 바보 마법사 영웅이 되다,판타지,#933f4c,#e0775a,#fdf8f1,#f7d99f,#461214,0.25511900436046514,0.2348174055232558,0.19950672238372094,0.17948946220930231,0.13106740552325583,사신 영웅전 바보 마법사 영웅이 되다.jpg
생존률 극악 엑스트라에 빙의했다,판타지,#f3e8de,#495c76,#d1a181,#1a0d10,#59d3f6,0.32726289970930234,0.21520257994186046,0.18530523255813955,0.1376780523255814,0.13455123546511627,생존률 극악 엑스트라에 빙의했다.jpg
섀도 하우스 [웹툰],판타지,#eaa39c,#030202,#f1dec4,#312a37,#9f5644,0.5346048328488372,0.18648710029069768,0.13847837936046511,0.07147983284883722,0.0689498546511628,섀도 하우스 [웹툰].jpg
서큐버스가 되어버린 기사님,판타지,#e6c9c0,#2c1a24,#83293f,#fbf7ed,#aa9395,0.24861464389534885,0.24091933139534882,0.22541787790697673,0.15735101744186047,0.12769712936046512,서큐버스가 되어버린 기사님.jpg
설계자,판타지,#fdfefe,#e5b1a1,#bfc9e5,#2f2827,#686979,0.48433139534883723,0.22241369912790698,0.16979106104651162,0.07970021802325582,0.04376362645348837,설계자.jpg
성검의 신전,판타지,#eceeeb,#3f4563,#aabfc4,#20a0c2,#111424,0.37665970203488375,0.2187390988372093,0.16723110465116278,0.12948219476744185,0.10788789970930232,성검의 신전.jpg
세상아래 커튼콜,판타지,#ba2e2f,#7a1a1d,#f1eeed,#2b171a,#d57e76,0.35427598110465114,0.2277189316860465,0.19473928052325581,0.1539716569767442,0.06929414970930232,세상아래 커튼콜.jpg
소르골 전기 천년전쟁,판타지,#361f22,#ece0e6,#624a4d,#be7770,#bca8a7,0.2892587209302326,0.2369485828488372,0.20518986191860464,0.19192042151162791,0.07668241279069768,소르골 전기 천년전쟁.jpg
소울웨이(Soul Way),판타지,#b08c79,#050304,#c3bbbb,#d02a27,#22679e,0.2896856831395349,0.27112100290697677,0.15987554505813953,0.1570421511627907,0.12227561773255814,소울웨이(Soul Way).jpg
수상한 단톡방,판타지,#f9eef2,#adc6f1,#6284c5,#533949,#ca8877,0.5074355014534884,0.14889807412790698,0.13464298691860466,0.1193577398255814,0.0896656976744186,수상한 단톡방.jpg
쉿! 잔인한 독설,판타지,#020710,#1d3955,#efe6e7,#8bacc2,#686787,0.39968659156976744,0.20260356104651162,0.1782358284883721,0.1097983284883721,0.10967569040697675,쉿! 잔인한 독설.jpg
슈퍼 닥터,판타지,#2e3651,#a8b4d0,#5e75a7,#dce2ed,#9e6b7c,0.2602489098837209,0.24308139534883721,0.2276825944767442,0.17336482558139535,0.09562227470930233,슈퍼 닥터.jpg
식물인간,판타지,#c3ba93,#302720,#5b5643,#8f8f63,#eadfd6,0.24991551598837208,0.24131904069767443,0.18933866279069766,0.18301962209302325,0.13640715843023254,식물인간.jpg
식사하고 가세요!,판타지,#dfc2a2,#f9f1e8,#341916,#72483b,#b47b67,0.25397256540697677,0.24422692587209302,0.24180868459302327,0.17054051598837208,0.08945130813953488,식사하고 가세요!.jpg
신기일전,판타지,#2d2432,#eedee6,#614b5e,#987a8b,#d7a0b7,0.3105623183139535,0.23667242005813954,0.17094022529069766,0.14588844476744187,0.13593659156976745,신기일전.jpg
신룡의 주인 [완결],판타지,#221f1d,#7e7775,#fbfbed,#755728,#e6cd36,0.3780268895348837,0.2661346293604651,0.1437345566860465,0.14298237645348838,0.06912154796511628,신룡의 주인 [완결].jpg
신세계의 주민,판타지,#fefefe,#2d2726,#55423e,#b67f59,#d6bea6,0.5073855377906977,0.2819467659883721,0.15947583575581395,0.026329941860465115,0.024861918604651163,신세계의 주민.jpg
신은 나를 버렸다,판타지,#3b1c24,#765664,#b73634,#bc98a0,#f2ebea,0.3279042514534884,0.2589780159883721,0.14658793604651163,0.13558684593023257,0.13094295058139535,신은 나를 버렸다.jpg
신이되다 - 크툴루신화,판타지,#030102,#28161f,#f6f6f6,#5a5150,#ababab,0.669664789244186,0.1660347020348837,0.0786437136627907,0.05917151162790698,0.02648528343023256,신이되다 - 크툴루신화.jpg
신인왕좌,판타지,#f9ebb7,#cdad86,#fefef3,#413a2c,#8f7554,0.20984920058139536,0.20417242005813954,0.20172238372093024,0.20151344476744187,0.182742550872093,신인왕좌.jpg
